Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1741,69,65+,Male,Pants,Clothing,$21.00 ,Wisconsin,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months
1742,41,36-45,Male,Pants,Clothing,$51.00 ,Delaware,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly
1743,51,46-55,Male,Sandals,Footwear,$80.00 ,Kansas,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months
1744,23,18-25,Male,Skirt,Clothing,$72.00 ,Missouri,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly
1745,57,56-65,Male,Sunglasses,Accessories,$63.00 ,Michigan,Teal,Winter,3,No,Standard,No,No,23,PayPal,Weekly
1746,40,36-45,Male,Skirt,Clothing,$27.00 ,West Virginia,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly
1747,65,56-65,Male,Handbag,Accessories,$44.00 ,Alabama,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly
1748,61,56-65,Male,Coat,Outerwear,$23.00 ,New Hampshire,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly
1749,34,26-35,Male,Skirt,Clothing,$93.00 ,Montana,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually
1750,43,36-45,Male,Hoodie,Clothing,$70.00 ,Wyoming,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months
1751,31,26-35,Male,Sunglasses,Accessories,$85.00 ,Missouri,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months
1752,57,56-65,Male,Sweater,Clothing,$40.00 ,Ohio,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually
1753,34,26-35,Male,Boots,Footwear,$29.00 ,South Dakota,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly
1754,25,18-25,Male,Skirt,Clothing,$27.00 ,Colorado,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly
1755,66,65+,Male,Dress,Clothing,$93.00 ,Massachusetts,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly
1756,56,56-65,Male,Belt,Accessories,$20.00 ,Delaware,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly
1757,49,46-55,Male,Jewelry,Accessories,$55.00 ,New Hampshire,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly
1758,19,18-25,Male,Dress,Clothing,$94.00 ,Michigan,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually
1759,27,26-35,Male,Hat,Accessories,$56.00 ,Pennsylvania,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly
1760,68,65+,Male,Sweater,Clothing,$58.00 ,Louisiana,Green,Spring,4,No,Next Day Air,No,No,1,PayPal,Weekly
1761,20,18-25,Male,Skirt,Clothing,$44.00 ,Minnesota,Peach,Spring,3.5,No,Standard,No,No,39,PayPal,Weekly
1762,21,18-25,Male,Hoodie,Clothing,$95.00 ,Hawaii,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly
1763,36,36-45,Male,Sandals,Footwear,$42.00 ,Idaho,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly
1764,37,36-45,Male,Jewelry,Accessories,$93.00 ,Vermont,Lavender,Winter,3.9,No,Store Pickup,No,No,28,PayPal,Annually
1765,61,56-65,Male,Dress,Clothing,$56.00 ,Delaware,Charcoal,Summer,3,No,Store Pickup,No,No,34,Venmo,Quarterly
1766,68,65+,Male,Hoodie,Clothing,$88.00 ,New Mexico,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly
1767,60,56-65,Male,Sweater,Clothing,$54.00 ,Alaska,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly
1768,69,65+,Male,Jewelry,Accessories,$89.00 ,Minnesota,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly
1769,25,18-25,Male,Sandals,Footwear,$45.00 ,Nebraska,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months
1770,32,26-35,Male,Socks,Clothing,$75.00 ,Alaska,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly
1771,53,46-55,Male,Backpack,Accessories,$22.00 ,Michigan,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly
1772,46,46-55,Male,Shirt,Clothing,$82.00 ,Indiana,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually
1773,58,56-65,Male,Shoes,Footwear,$34.00 ,Hawaii,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually
1774,21,18-25,Male,Coat,Outerwear,$92.00 ,West Virginia,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually
1775,46,46-55,Male,Sweater,Clothing,$78.00 ,New York,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly
1776,18,18-25,Male,Jacket,Outerwear,$47.00 ,Iowa,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly
1777,56,56-65,Male,Jacket,Outerwear,$64.00 ,Arizona,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months
1778,18,18-25,Male,Sneakers,Footwear,$44.00 ,Minnesota,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly
1779,49,46-55,Male,Belt,Accessories,$94.00 ,Texas,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly
1780,29,26-35,Male,Scarf,Accessories,$62.00 ,Virginia,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly
1781,67,65+,Male,Jewelry,Accessories,$81.00 ,North Dakota,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly
1782,31,26-35,Male,T-shirt,Clothing,$33.00 ,Iowa,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly
1783,52,46-55,Male,Pants,Clothing,$88.00 ,Utah,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly
1784,42,36-45,Male,Handbag,Accessories,$49.00 ,Ohio,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly
1785,32,26-35,Male,Backpack,Accessories,$31.00 ,Louisiana,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly
1786,47,46-55,Male,Gloves,Accessories,$29.00 ,Iowa,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly
1787,45,36-45,Male,Jacket,Outerwear,$34.00 ,Maryland,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly
1788,20,18-25,Male,Sweater,Clothing,$38.00 ,Montana,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
1789,66,65+,Male,Blouse,Clothing,$41.00 ,Illinois,Pink,Summer,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly
1790,52,46-55,Male,Blouse,Clothing,$34.00 ,Arizona,Peach,Spring,3,No,2-Day Shipping,No,No,43,Debit Card,Quarterly
1791,50,46-55,Male,Gloves,Accessories,$26.00 ,North Carolina,Violet,Summer,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly
1792,62,56-65,Male,Jeans,Clothing,$98.00 ,Montana,Purple,Winter,4,No,Store Pickup,No,No,38,Cash,Annually
1793,38,36-45,Male,Sneakers,Footwear,$59.00 ,Iowa,Peach,Fall,3,No,Express,No,No,22,Debit Card,Every 3 Months
1794,65,56-65,Male,Hat,Accessories,$92.00 ,Iowa,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months
1795,60,56-65,Male,Backpack,Accessories,$40.00 ,Ohio,Indigo,Spring,3.7,No,Express,No,No,21,Debit Card,Fortnightly
1796,68,65+,Male,Jeans,Clothing,$20.00 ,Wisconsin,Violet,Fall,4,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly
1797,62,56-65,Male,Skirt,Clothing,$35.00 ,South Carolina,Brown,Spring,3.1,No,Store Pickup,No,No,34,Venmo,Weekly
1798,62,56-65,Male,Belt,Accessories,$35.00 ,Oregon,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26,Venmo,Weekly
1799,40,36-45,Male,Dress,Clothing,$82.00 ,North Dakota,Magenta,Winter,3.7,No,Express,No,No,1,Cash,Weekly
1800,32,26-35,Male,Hoodie,Clothing,$48.00 ,California,Charcoal,Fall,3.9,No,Express,No,No,47,Venmo,Weekly
1801,22,18-25,Male,Coat,Outerwear,$58.00 ,Mississippi,Indigo,Winter,2.7,No,Express,No,No,30,Credit Card,Weekly
1802,33,26-35,Male,Sweater,Clothing,$57.00 ,New Jersey,Turquoise,Spring,3.9,No,Express,No,No,48,Debit Card,Fortnightly
1803,57,56-65,Male,Shorts,Clothing,$96.00 ,Rhode Island,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly
1804,60,56-65,Male,Sneakers,Footwear,$97.00 ,New Hampshire,Gray,Summer,3.5,No,Free Shipping,No,No,33,Venmo,Fortnightly
1805,30,26-35,Male,Sweater,Clothing,$42.00 ,Louisiana,Peach,Winter,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly
1806,41,36-45,Male,T-shirt,Clothing,$62.00 ,Arizona,Gold,Spring,4.9,No,Store Pickup,No,No,46,Debit Card,Weekly
1807,58,56-65,Male,Handbag,Accessories,$67.00 ,Rhode Island,Green,Fall,3.9,No,Standard,No,No,24,Venmo,Annually
1808,34,26-35,Male,Sneakers,Footwear,$46.00 ,Vermont,Gold,Summer,3.5,No,Standard,No,No,37,Venmo,Fortnightly
1809,67,65+,Male,Jacket,Outerwear,$71.00 ,Tennessee,Lavender,Spring,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly
1810,58,56-65,Male,Backpack,Accessories,$99.00 ,Alaska,Blue,Fall,3.4,No,Free Shipping,No,No,6,Debit Card,Fortnightly
1811,41,36-45,Male,Jeans,Clothing,$28.00 ,Maryland,Magenta,Fall,2.7,No,Standard,No,No,16,Cash,Bi-Weekly
1812,42,36-45,Male,Belt,Accessories,$77.00 ,Wisconsin,Blue,Summer,3.6,No,Standard,No,No,33,Bank Transfer,Annually
1813,50,46-55,Male,Boots,Footwear,$63.00 ,Nevada,Blue,Summer,4.9,No,Express,No,No,18,PayPal,Bi-Weekly
1814,40,36-45,Male,Shorts,Clothing,$62.00 ,Illinois,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly
1815,32,26-35,Male,Jeans,Clothing,$92.00 ,Montana,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly
1816,51,46-55,Male,Shoes,Footwear,$72.00 ,New Mexico,White,Winter,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months
1817,26,26-35,Male,Hat,Accessories,$79.00 ,Virginia,Purple,Summer,4,No,Express,No,No,4,Cash,Weekly
1818,32,26-35,Male,T-shirt,Clothing,$27.00 ,Delaware,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly
1819,58,56-65,Male,Sunglasses,Accessories,$39.00 ,North Carolina,White,Fall,3.8,No,Express,No,No,47,Debit Card,Every 3 Months
1820,51,46-55,Male,Socks,Clothing,$86.00 ,Nevada,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly
1821,19,18-25,Male,Shirt,Clothing,$94.00 ,Washington,Gold,Fall,5,No,Express,No,No,31,PayPal,Monthly
1822,57,56-65,Male,Shorts,Clothing,$53.00 ,Maine,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
1823,66,65+,Male,Shirt,Clothing,$85.00 ,Connecticut,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually
1824,62,56-65,Male,Socks,Clothing,$50.00 ,Louisiana,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly
1825,58,56-65,Male,Pants,Clothing,$47.00 ,Illinois,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly
1826,23,18-25,Male,Boots,Footwear,$75.00 ,South Dakota,Pink,Winter,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly
1827,45,36-45,Male,T-shirt,Clothing,$60.00 ,Indiana,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually
1828,20,18-25,Male,T-shirt,Clothing,$36.00 ,Vermont,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly
1829,33,26-35,Male,Coat,Outerwear,$80.00 ,New Hampshire,Gray,Spring,3.9,No,Express,No,No,45,Cash,Every 3 Months
1830,30,26-35,Male,Hat,Accessories,$96.00 ,Oregon,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly
1831,50,46-55,Male,Sunglasses,Accessories,$80.00 ,Kansas,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually
1832,62,56-65,Male,Blouse,Clothing,$71.00 ,Maine,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
1833,69,65+,Male,Jewelry,Accessories,$29.00 ,Louisiana,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly
1834,34,26-35,Male,Jewelry,Accessories,$53.00 ,Louisiana,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19,PayPal,Fortnightly
1835,49,46-55,Male,Skirt,Clothing,$35.00 ,Indiana,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39,Venmo,Fortnightly
1836,65,56-65,Male,Scarf,Accessories,$75.00 ,Kentucky,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly
1837,66,65+,Male,Pants,Clothing,$52.00 ,South Carolina,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly
1838,41,36-45,Male,Hat,Accessories,$77.00 ,Montana,Beige,Winter,4.8,No,Free Shipping,No,No,8,Venmo,Monthly
1839,37,36-45,Male,Gloves,Accessories,$24.00 ,Vermont,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly
1840,32,26-35,Male,Shirt,Clothing,$78.00 ,Mississippi,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually
1841,42,36-45,Male,Sandals,Footwear,$98.00 ,Wyoming,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months
1842,31,26-35,Male,Socks,Clothing,$57.00 ,Vermont,Blue,Winter,3,No,Standard,No,No,7,PayPal,Every 3 Months
1843,61,56-65,Male,Handbag,Accessories,$78.00 ,Alabama,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually
1844,36,36-45,Male,Jacket,Outerwear,$76.00 ,Kentucky,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
1845,60,56-65,Male,Shorts,Clothing,$26.00 ,South Dakota,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually
1846,51,46-55,Male,Sandals,Footwear,$78.00 ,Delaware,Orange,Winter,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly
1847,68,65+,Male,Scarf,Accessories,$53.00 ,Wisconsin,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly
1848,46,46-55,Male,Sandals,Footwear,$100.00 ,Arizona,Cyan,Summer,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly
1849,19,18-25,Male,Jeans,Clothing,$73.00 ,Maine,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months
1850,30,26-35,Male,Skirt,Clothing,$40.00 ,New Mexico,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
1851,51,46-55,Male,Gloves,Accessories,$76.00 ,Wyoming,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly
1852,28,26-35,Male,Skirt,Clothing,$80.00 ,Delaware,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly
1853,41,36-45,Male,Sweater,Clothing,$80.00 ,Pennsylvania,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly
1854,29,26-35,Male,Blouse,Clothing,$67.00 ,North Dakota,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly
1855,25,18-25,Male,Sweater,Clothing,$61.00 ,Kentucky,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually
1856,60,56-65,Male,Shirt,Clothing,$76.00 ,Rhode Island,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually
1857,63,56-65,Male,Jewelry,Accessories,$55.00 ,Arizona,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly
1858,51,46-55,Male,T-shirt,Clothing,$85.00 ,Colorado,Maroon,Summer,4,No,Next Day Air,No,No,33,Cash,Monthly
1859,22,18-25,Male,Scarf,Accessories,$69.00 ,Maine,Peach,Spring,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually
1860,54,46-55,Male,Belt,Accessories,$26.00 ,New Jersey,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly
1861,18,18-25,Male,T-shirt,Clothing,$64.00 ,Kansas,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
1862,29,26-35,Male,Sneakers,Footwear,$60.00 ,South Dakota,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
1863,59,56-65,Male,Gloves,Accessories,$36.00 ,New Hampshire,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly
1864,25,18-25,Male,Sandals,Footwear,$21.00 ,Connecticut,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly
1865,19,18-25,Male,Backpack,Accessories,$72.00 ,Wyoming,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly
1866,56,56-65,Male,Pants,Clothing,$62.00 ,Missouri,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
1867,31,26-35,Male,T-shirt,Clothing,$44.00 ,Alaska,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
1868,45,36-45,Male,Skirt,Clothing,$52.00 ,Delaware,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly
1869,23,18-25,Male,Gloves,Accessories,$58.00 ,Indiana,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly
1870,18,18-25,Male,Blouse,Clothing,$77.00 ,West Virginia,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1871,43,36-45,Male,Blouse,Clothing,$99.00 ,Wyoming,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly
1872,56,56-65,Male,Jeans,Clothing,$96.00 ,Illinois,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
1873,43,36-45,Male,T-shirt,Clothing,$64.00 ,Alaska,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
1874,64,56-65,Male,Sweater,Clothing,$44.00 ,Wisconsin,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly
1875,67,65+,Male,Pants,Clothing,$33.00 ,Indiana,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly
1876,63,56-65,Male,Boots,Footwear,$71.00 ,Tennessee,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
1877,54,46-55,Male,Skirt,Clothing,$36.00 ,Illinois,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly
1878,69,65+,Male,Gloves,Accessories,$62.00 ,Pennsylvania,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually
1879,34,26-35,Male,Socks,Clothing,$29.00 ,Oklahoma,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
1880,56,56-65,Male,T-shirt,Clothing,$33.00 ,Tennessee,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly
1881,34,26-35,Male,Blouse,Clothing,$33.00 ,New Jersey,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly
1882,58,56-65,Male,Blouse,Clothing,$41.00 ,New Jersey,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
1883,44,36-45,Male,Scarf,Accessories,$54.00 ,Tennessee,Blue,Winter,5,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
1884,25,18-25,Male,Backpack,Accessories,$58.00 ,Georgia,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly
1885,27,26-35,Male,Shorts,Clothing,$30.00 ,Arizona,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
1886,26,26-35,Male,Jewelry,Accessories,$53.00 ,Nevada,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly
1887,18,18-25,Male,Gloves,Accessories,$91.00 ,Arkansas,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly
1888,64,56-65,Male,Hoodie,Clothing,$44.00 ,North Dakota,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
1889,62,56-65,Male,Hoodie,Clothing,$89.00 ,South Dakota,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
1890,59,56-65,Male,Skirt,Clothing,$57.00 ,North Carolina,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
1891,36,36-45,Male,Sunglasses,Accessories,$57.00 ,Hawaii,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
1892,69,65+,Male,Jewelry,Accessories,$74.00 ,New Hampshire,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly
1893,39,36-45,Male,Jacket,Outerwear,$30.00 ,California,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
1894,28,26-35,Male,Dress,Clothing,$20.00 ,Delaware,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly
1895,42,36-45,Male,Hoodie,Clothing,$90.00 ,Arizona,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
1896,31,26-35,Male,Jeans,Clothing,$61.00 ,Washington,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
1897,57,56-65,Male,Sandals,Footwear,$51.00 ,Nevada,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly
1898,53,46-55,Male,Sunglasses,Accessories,$97.00 ,Alaska,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly
1899,59,56-65,Male,Pants,Clothing,$97.00 ,Texas,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
1900,32,26-35,Male,Shorts,Clothing,$40.00 ,New York,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
1901,65,56-65,Male,Jewelry,Accessories,$85.00 ,Iowa,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
1902,56,56-65,Male,Socks,Clothing,$76.00 ,Arizona,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
1903,31,26-35,Male,Sandals,Footwear,$22.00 ,New Mexico,Olive,Spring,5,No,Store Pickup,No,No,21,Venmo,Monthly
1904,59,56-65,Male,Pants,Clothing,$63.00 ,North Carolina,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
1905,22,18-25,Male,T-shirt,Clothing,$71.00 ,Nevada,Silver,Spring,4.2,No,Free Shipping,No,No,46,Cash,Monthly
1906,47,46-55,Male,Boots,Footwear,$35.00 ,Idaho,Teal,Summer,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly
1907,23,18-25,Male,Backpack,Accessories,$30.00 ,Vermont,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Fortnightly
1908,69,65+,Male,Skirt,Clothing,$74.00 ,New Mexico,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
1909,18,18-25,Male,Scarf,Accessories,$71.00 ,Georgia,Charcoal,Winter,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
1910,50,46-55,Male,Sweater,Clothing,$84.00 ,Kentucky,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
1911,29,26-35,Male,Sandals,Footwear,$38.00 ,New York,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
1912,65,56-65,Male,Jewelry,Accessories,$81.00 ,Arizona,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
1913,29,26-35,Male,Sweater,Clothing,$56.00 ,Colorado,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
1914,49,46-55,Male,Skirt,Clothing,$48.00 ,Kentucky,Peach,Winter,3.6,No,Express,No,No,29,Cash,Annually
1915,28,26-35,Male,Shorts,Clothing,$97.00 ,Alaska,Green,Fall,3.4,No,Standard,No,No,40,Credit Card,Fortnightly
1916,51,46-55,Male,Backpack,Accessories,$74.00 ,Alabama,Magenta,Fall,4.7,No,2-Day Shipping,No,No,44,Cash,Weekly
1917,26,26-35,Male,Hoodie,Clothing,$50.00 ,Connecticut,Beige,Winter,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1918,38,36-45,Male,Skirt,Clothing,$71.00 ,Hawaii,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
1919,35,26-35,Male,Skirt,Clothing,$33.00 ,Idaho,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
1920,34,26-35,Male,Backpack,Accessories,$56.00 ,Virginia,Olive,Summer,3.1,No,Express,No,No,20,PayPal,Bi-Weekly
1921,51,46-55,Male,Blouse,Clothing,$84.00 ,Connecticut,Purple,Spring,2.8,No,Standard,No,No,40,Cash,Every 3 Months
1922,47,46-55,Male,Shirt,Clothing,$36.00 ,Michigan,Green,Fall,3.5,No,Store Pickup,No,No,13,Venmo,Annually
1923,18,18-25,Male,Gloves,Accessories,$63.00 ,Kentucky,Peach,Summer,4.6,No,Standard,No,No,9,PayPal,Monthly
1924,64,56-65,Male,Sandals,Footwear,$36.00 ,Nebraska,Blue,Summer,4.3,No,Standard,No,No,7,Cash,Annually
1925,30,26-35,Male,Jacket,Outerwear,$63.00 ,Michigan,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
1926,59,56-65,Male,Sneakers,Footwear,$32.00 ,Utah,Black,Winter,2.9,No,Express,No,No,44,Credit Card,Fortnightly
1927,66,65+,Male,Backpack,Accessories,$93.00 ,New Mexico,Silver,Spring,3,No,Express,No,No,6,PayPal,Annually
1928,40,36-45,Male,Pants,Clothing,$29.00 ,Florida,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
1929,25,18-25,Male,Sunglasses,Accessories,$92.00 ,Mississippi,Lavender,Summer,3.7,No,Standard,No,No,10,PayPal,Weekly
1930,59,56-65,Male,Jeans,Clothing,$33.00 ,Hawaii,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly
1931,66,65+,Male,Pants,Clothing,$52.00 ,North Carolina,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
1932,54,46-55,Male,Jewelry,Accessories,$42.00 ,Illinois,Olive,Spring,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
